"content","per+","per-","pesn+","psn-","pemb+","pemb-","fitur+","fitur-","tmp+","tmp-","umum+","umum-"
"Kalo w ga butuh ma akses kereta ini males bgt dah make app ini, minggu2 ini loading trs, eror trs mana org tuh buru2, ini bner2 bkin emosi, pas nyampe stasiun disuruh ke loket, dari loket disuruh ke petugas dpn bner nyebelin bgt sampe ketinggalan jadwal kereta dong mana lg buru2, kalo org gbs beli diloket ya benerin dong tu app, jgn ngerugiin waktu orang.","0","1","0","1","0","0","0","0","0","0","0","1"
"Kepada admin mohon bantuannya, saya terkendala tidak dapat login bila menggunakan provider jaringan tri","0","0","0","0","0","0","0","0","0","0","0","1"
"Login aja susah bgt apalagi mau beli tiket ðŸ˜­ðŸ˜­ ko apk nya stlah d update ga berjalan dgn baik","0","0","0","0","0","0","0","1","0","0","0","0"
"Maaf sebelumnya saya mau komplain kepada programmer yang mendesain tampilan UI serta UX pada aplikasi access ini, saya lebih suka tampilan yang sebelumnya dikarenakan tampilan yang sekarang terlalu banyak data yang di stored sehingga aplikasi ini tidak responsif seperti versi yang sebelumnya","0","0","0","0","0","0","0","0","0","1","0","0"
"Setelah update malah makin gak praktis, Kalo sudah habis ya jangan di display di atas lah,","0","0","0","0","0","0","0","0","0","0","0","1"
"Mudah, lancar pembayarannya....yg tdk punya atm ,bisa melalui indomart,alfamart.....mantap","0","0","0","0","1","0","0","0","0","0","0","0"
"Abis di update bukannya makin bagus malah makin aneh bobrok banget ditambah ada event promo agustusan akun ke log out sendiri gabisa di akses. dimana2 update aplikasi makin bagus kok malah makin makin bobrok","0","0","0","0","0","0","0","1","0","0","0","1"
"Pas habis update malah makin susah buat masuk ngga ada otak klo sebelum update masih gampang ini beda nihðŸ—¿","0","0","0","0","0","0","0","0","0","0","0","1"
"Saat dibutuhkan, malah Error. Jadinya ketinggalan kereta. Harusnya Aplikasi Transportasi Umum lebih canggih dan cepat, karena terpaut waktu","0","0","0","0","0","0","0","0","0","0","0","1"
"Sesudah d update malah sering ngblank + sering logout sendiri","0","0","0","0","0","0","0","1","0","0","0","0"
"Yang baru semakin lemot dan eror, mohon diperbaiki","0","1","0","0","0","0","0","0","0","0","0","0"
"Lemot","0","1","0","0","0","0","0","0","0","0","0","0"
"Ini gimana , tiket udah d psen,tiba2 minta upgrade apk nya,stelah d install malah ngga bisa masuk,udah berkali-kali masuk tetep ngga bisa juga ...pak terbaru nya kagak jelas, tlong bantu nya supaya bisa masuk login...","0","0","0","1","0","0","0","0","0","0","0","0"
"Kenapa semakin di upgrade semakin lemot kai ini mana apk makin susah","0","1","0","0","0","0","0","0","0","0","0","0"
"Sejak diupdate malah makin susah Aplikasinya. Lemot sekali ketika cek tiket dan ketika menyelesaikan step by step setelah isi data penumpang. Malahan gk bisa menyelesaikan sampai step terakhir. Semoga ada update berikutnya dan bikin gk merepotkan. Ini update merepotkan sekali. Mohon dikondisikan min.","0","1","0","0","0","0","0","0","0","0","0","0"
"App nya lemmot bgt emang ya? Mau bikin sandi juga susah bgt, rempong, sebel aku, setiap ganti sandi selalu tdk disetujui, knp si app iniðŸ˜­","0","1","0","0","0","0","0","0","0","0","0","0"
"Kayaknya sudah normal. Sukses Access by KAI","0","0","0","0","0","0","0","0","0","0","1","0"
"Habis di update malah makin lemoooottttttt mau mesen tiket kereta jadi susahh ini tolong perbaiki dong!!!","0","1","0","0","0","0","0","0","0","0","0","0"
"Lemotnya minta ampun.. Bagaimana mau melayani publik kalo gini....tolong diperbaikilah segalanya... Mkasih.","0","1","0","0","0","0","0","0","0","0","0","0"
"Masih aja ampas kyk sebelumnya","0","0","0","0","0","0","0","0","0","0","0","1"
"Susah banget dibuka, ujung2nya dateng ke loket menyebalkan apalagi kalau waktu mepet","0","0","0","1","0","0","0","0","0","0","0","1"
"Sekarang Jadi Lemooottt","0","1","0","0","0","0","0","0","0","0","0","0"
"Aplikasi lemot","0","1","0","0","0","0","0","0","0","0","0","0"
"Saran aja mending gausah pake Aplikasi buat pesen tiket! Skrg apk nya malah makin ribet! Lemot juga udh d update makin gajelas masukin nmr hp aja loading trs muter sampe sejam Klo dibilang transportasi nyaman&murah dan ga bikin macet emg iya ,tpi liat skrg bnyak kendala klo lg urgent apa"" susah malah diribetin.","0","1","0","0","0","0","0","0","0","0","0","0"
"Tidak bersahabat dengan pemburu goshow, terlalu lemot. Keburu habis tiketnya","0","1","0","0","0","0","0","0","0","0","0","0"
"Apk nya cacad aku jadi ga bisa pulang","0","0","0","0","0","0","0","0","0","0","0","1"
"Saya beli tiket 1 tapi koo bayarnya dobel ?????, Saya isi saldo Kai pay 30 rb, harga tiket kereta api lokal 12.000 , saya beli tiket untuk 1 orng saja.. kok tiba"" saldo saya tinggal 6.000 ???? Kok pembayaran bisa dobel begituu, tolonggg pihak KAI kejelasaannya","0","0","0","0","0","1","0","0","0","0","0","0"
"Lemooooooooooooottttttt bangettttttttt,,setiap mau buka loadingnya lama padahal jaringan sudah bangus terus aplikasinya harus upgrade. Setiap mau buka harus masukin otp nya entah lewat email/sms,,padahal sebelum nya pernah kasih otp,,","0","1","0","0","0","0","0","0","0","0","0","1"
"Setelah Saya update, nggak bisa buka sama sekali hanya warna sampul saja","0","0","0","0","0","0","0","0","0","0","0","1"
"Super lelet asli lelet sedunia","0","1","0","0","0","0","0","0","0","0","0","0"
"Setiap mau mengubah no tlpon selalu gagal, dan akan upgrade ke member clasic slalu tidak bisaa....malah anaeh aplikasi baru jdi menyulitkan jatuhnya.","0","0","0","0","0","0","0","1","0","0","0","0"
"Mantappppppp","0","0","0","0","0","0","0","0","0","0","1","0"
"Aplikasinya makin ribet,lebih simple versi lama.Aplikasinya tambah lambat.","0","1","0","0","0","0","0","0","0","0","0","1"
"Lebih suka apk nya sebelum diperbarui","0","0","0","0","0","0","0","0","0","0","0","1"
"lemot..","0","1","0","0","0","0","0","0","0","0","0","0"
"Proses pemesanan dan pembayaran cepat dan mudah","0","0","1","0","1","0","0","0","0","0","0","0"
"Aplikasi yang baru lemot parah","0","1","0","0","0","0","0","0","0","0","0","0"
"Beberapa hari terakhir jadi lambat banget proses pembayaran sama cek tiketnya, bisa sampai makan waktu 30 sampe 40 menit cuman utk beli tiket, sama 10 menit cmn buat buka e-tiket untung saya masih ke kejar keretanya","0","0","0","0","0","1","0","0","0","0","0","0"
"Setelah update saya tidak bisa masuk aplikasi, kalau memang masih perlu waktu development aplikasi jangan di release dahulu, pakai otp maupun email tetap belum bisa masuk ke aplikasi","0","0","0","0","0","0","0","0","0","0","0","1"
"Setelah update kok malah jadi busuk... Kembalikan ignatua jonan untuk reformasi KAI. Pejabat sekarang gak bisa kerja ya","0","0","0","0","0","0","0","0","0","0","0","1"
"lancar darimana nya, coba login sendiri deh","0","0","0","0","0","0","0","0","0","0","0","1"
"Kok sekarang malah jadi lemot aneh KAI access di uprgred malah makin parah..","0","1","0","0","0","0","0","0","0","0","0","0"
"Knp saya jadi tdk bisa memilih kursi? Btw saya pakai kereta antar kota","0","0","0","1","0","0","0","0","0","0","0","0"
"Verry good","0","0","0","0","0","0","0","0","0","0","1","0"
"kenapa kualitasnya menurun padahal baru di update, saya mau pesan tiket ini mohon segera di perbaiki, saya dari tadi mau pesen kok ga bisa bisa","0","0","0","1","0","0","0","0","0","0","0","1"
"Tampilan yg sekarang bagus dan mudah, sangat nyaman","0","0","0","0","0","0","0","0","1","0","0","0"
"Menurut ku nyebelin ya di saat lg promo tp server nge down jd gak bsa masuk","0","0","0","0","0","0","0","0","0","0","0","1"
"Lemot tidak bisa masuk padahal sedang mepet waktu naik kereta.....","0","1","0","0","0","0","0","0","0","0","0","0"
"TOLONGGGGGGGGG kecepatan aplikasinya ditingkatkan, jangan kayak sekarang masih lemot bangetttt","0","1","0","0","0","0","0","0","0","0","0","0"
"Lebih gampang aplikasi yg sebelumnya daripada ni.. Di upgrade malah kwalitasnya ðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘Ž","0","0","0","0","0","0","0","0","0","0","0","1"
"Setelah di upgrade malah gak bisa cek tiket kereta sama sekali. Parah bukannya makin bagus malah down parah","0","0","0","1","0","0","0","0","0","0","0","0"
"Ini kenapaaa gk bisaaa daftarrrr ajggg, saya sebagai pengguna merasa kecewa. Parahhh bangettt makin di update malah makin tololll","0","0","0","0","0","0","0","1","0","0","0","0"
"Jadi ngaco","0","0","0","0","0","0","0","0","0","0","0","1"
"Dengan Hormat untuk developer aplikasi Access by KAI, keluhan saya yaitu aksesibilitas dasar aplikasi masih terjadi kendala, dimulai dari lambatnya proses login hingga data yang berulang. Mohon evaluasi tim dan projek ini secara keseluruhan, dan mohon dengarkan keluhan kami. Terimakasih.","0","0","0","0","0","0","0","1","0","0","0","0"
"Kirain setelah pergantian nama bakal lebih baik, ternyata sama aja kayak sebelumnya. Maaf, bintang satu dulu","0","0","0","0","0","0","0","0","0","0","0","1"
"Sangat buruk daftar Member aja sulitnya minta ampun ..disuruh ganti no hp dan Email....masak harus ganti nomor","0","0","0","0","0","0","0","1","0","0","0","0"
"KAI gausah bikin aplikasi klo merugikan anj","0","0","0","0","0","0","0","0","0","0","0","1"
"Setelah update, aplikasi sering bermasalah. (1) Tidak bisa login ke aplikasi setelah pengisian kode otp karena selalu loading sehingga harus menunggu di block 1 jam karena terlalu sering masukkan kode otp (2) ingin melakukan pembayaran melalui QRIS namun kode QRIS tidak kunjung muncul sehingga tidak bisa bayar tiket (3) jenis kelamin sudah diubah namun setelah direfresh kembali lagi ke jenis kelamin yang salah (tertukar antara laki dan perempuan) untuk semua penumpang.","0","0","0","0","0","1","0","1","0","0","0","0"
"Semakin susah utk pesan kai, masa d perbaharui apk nya malah semakin lola","0","0","0","0","0","0","0","0","0","0","0","1"
"Semakin semakin jelek aplikasi nya bukan semakin bagus, gabisa login sama sekali error terus, pengembangnya kocak","0","0","0","0","0","0","0","0","0","0","0","1"
"Setelah Upgrade Otomatis malah ngga bisa dipakai. Percuma ada aplikasi KAI","0","0","0","0","0","0","0","0","0","0","0","1"
"Lemot","0","1","0","0","0","0","0","0","0","0","0","0"
"Habis diupdate malah gak bisa dibuka aplikasinya , tolong diperbaiki lagi dong bukannya makin bagus diupdate malah begini gak bisa dibuka ..","0","0","0","0","0","0","0","0","0","0","0","1"
"Gmana ini makin susah pesen tiketnya","0","0","0","1","0","0","0","0","0","0","0","0"
"Aneh gak bisa dibuka setelah update, udh banyak penurunan + ga bisa dibuka lagi. Ntah ala guna updatenya","0","0","0","0","0","0","0","0","0","0","0","1"
"Astaga ðŸ¥²ðŸ¥²ðŸ¥²ðŸ¥²ðŸ¥² mohon perbaikan ya..ampun dah","0","0","0","0","0","0","0","0","0","0","0","1"
"Ini kenapa gabisa di buka apk KAI nya ?","0","0","0","0","0","0","0","0","0","0","0","1"
"Ini kenapa setelah di update ,jadi lemot dibuka gak bisa2...KAI tolong di perbaiki,bagus yg sebelumnya","0","1","0","0","0","0","0","0","0","0","0","0"
"Masih lebih lancar aplikasi kai access daripada yang ini. Tau gitu gausah update yak","0","0","0","0","0","0","0","0","0","0","0","1"
"Aplikasi buruk banget,disaat genting mau buru2 beli tike malah ga bisa kebuka sama sekali,mana saldo kaipay ilang 200rb,,tolong di kembaliin saldo kaipay nya woy","0","0","0","0","0","1","0","0","0","0","0","0"
"Aplikasi nya agak tolol Ga bisa masuk ke stak di logo KAI access doang padahal jaringan bagus udah pake wifi dan jaringan seluler tetep sama aja emang aplikasi nya agak kek monyet","0","0","0","0","0","0","0","0","0","0","0","1"
"Bagus aplikasi sebelum diupdate, aplikasi yang baru lebih ribet, mohon diperbaiki.","0","0","0","0","0","0","0","0","0","0","0","1"
"Kenapa aplikasinya saya buka tapi ngeblank putih terus ya layarnya. Gak bisa masuk Download aplikasi yang sudah update, tapi malah tidak bisa dibuka aplikasinya ðŸ™ƒ","0","0","0","0","0","0","0","0","0","0","0","1"
"Setelah diupdate , aplikasi tidak bisa dibuka stuck di logo acces by kai","0","0","0","0","0","0","0","0","0","0","0","1"
"Kenapa jadi eror terus gini apk nya? Dulu sebelum update lancarÂ² saja. Sekarang susah sekali mau buka apk nya,,,","0","1","0","0","0","0","0","0","0","0","0","0"
"Yg baru lebih lemot","0","1","0","0","0","0","0","0","0","0","0","0"
"maaf setelah update tidak bisa kebuka malah diem di logo KAI Access, tolong bagaimana tindak lajutnya, atas perhatiannya terima kasih","0","0","0","0","0","0","0","0","0","0","0","1"
"baru tau kai access ada pembaruan. pas mau pesen tiket aplikasinya ngebug. hrsnya mempermudah malah jadi mempersulit","0","1","0","0","0","0","0","0","0","0","0","0"
"Aplikasi tidak dapat diinstal dan lemot","0","1","0","0","0","0","0","0","0","0","0","0"
"Lemot bgt parah","0","1","0","0","0","0","0","0","0","0","0","0"
"Ini kapan di perbaiki nya? Dari minggu kemarin tiba tiba logout suruh login lagi dan saat login pun servernya lemott sekali Tolong dong developer nya! Kami kesulitan untuk menggunakan transportasi saya jadi ketinggalan kereta","0","0","0","0","0","0","0","1","0","0","0","0"
"Semenjak update makin gak jelas","0","0","0","0","0","0","0","0","0","0","0","1"
"Habis update malah g bisa dibuka.","0","0","0","0","0","0","0","0","0","0","0","1"
"Struk dilogo abis di upgrate malah ngebug terus , lola banget , sedih banget sekalinya udah bisa pas mau bayar gabisa","0","1","0","0","0","0","0","0","0","0","0","1"
"Setelah update palah makin buruk.. Apk berat lemot,harus login tiap kali buka apk,.. ðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘Ž","0","1","0","0","0","0","0","0","0","0","0","0"
"setelah update Lemott bangetðŸ¤","0","1","0","0","0","0","0","0","0","0","0","0"
"Woy, registrasi aja lama bet anyingggggg","0","0","0","0","0","0","0","1","0","0","0","0"
"Jgn lemot plis... Baru juga pesen tiket","0","1","0","0","0","0","0","0","0","0","0","0"
"Lemot sangat mau buka apl nya aja lamaa","0","1","0","0","0","0","0","0","0","0","0","0"
"Lemottt,susah pesen tiket pernah angus krn tiket gak muncul padahal udah bayarrrr","0","1","0","1","0","0","0","0","0","0","0","0"
"Ini bagaimana mau berangkat liat tiket aja ga masukÂ², baru di update malah tambah lemot","0","1","0","0","0","0","0","0","0","0","0","0"
"Lemot banget tolong segera diperbaiki","0","1","0","0","0","0","0","0","0","0","0","0"
"Habis di upgrade malah lemot bagusan yg versi lama,...ini kalau mw persen tiket ke buru kehabisan lemot gini mah mah masuk ajha lemot bagusan versi lama","0","1","0","0","0","0","0","0","0","0","0","0"
"Setelah update semakin lemot, payah. Buka aplikasi aja gak bisa","0","1","0","0","0","0","0","0","0","0","0","0"
"Lemot bangetttt woy apk apaan dah mending yang lama suruh update malah kek gini kembaliin aja sistem lama","0","1","0","0","0","0","0","0","0","0","0","0"
"Pas lagi promo super lemot dan suka erorr aplikasinya","0","1","0","0","0","0","0","0","0","0","0","0"
"Tolong dong ini aplikasi nya di perbaiki lagi lemot banget mau buka tiket keburu ebording, sebelum di update lancar lancar aja sekarang lemot banget sumpah","0","1","0","0","0","0","0","0","0","0","0","0"
"Tiba2 ngupdate sendiri dan udah berubah tampilan baru, tetapi jadi lemoooot. Aseli baru mau pake untuk masuk naek kereta, buka aplikasi nya jadi luamaaa pake bangeet ðŸ˜­ðŸ˜­ untung ga ketinggalan kereta gegara lama mau boarding ðŸ˜­ðŸ˜­ dan hari ini mau buka aplikasi aja masa harus log in lageee. Dan lemoooot nya juga pake banget, segini udah dibantu dengan jaringan wifi ðŸ˜­ðŸ˜­","0","0","0","0","0","0","0","0","0","1","0","0"
"Ini aplikasi kenapa ya diupdate tapi malah gk bisa dipake","0","0","0","0","0","0","0","0","0","0","0","1"
"setelah d update ke kai acces y...susah masuk duhjhhhhhhðŸ˜­ðŸ˜­ðŸ˜­","0","0","0","0","0","0","0","0","0","0","0","1"
"Payah banget. Down semua","0","0","0","0","0","0","0","0","0","0","0","1"
"Malah makin lemottttttt","0","1","0","0","0","0","0","0","0","0","0","0"
"Aplikasi nya berat, sinyal juga lemot. Padahal udh pake wifi dan pake hp yg midrange","0","1","0","0","0","0","0","0","0","0","0","0"
"Tampilannya bagus, tapi saat mau masuk ke aplikasi lamanya mbuat emosi banget","0","1","0","0","0","0","0","0","1","0","0","0"
"Yaaah lemot.. ðŸ˜ tidak bisa di buka, saya sudah pesan tiket..","0","1","0","0","0","0","0","0","0","0","0","0"
"Baru di upgred bukanya lancar malah gak jelas bru login, kluar eh buka aplikasi suruh login lagi kan aneh sudah login suruh login lagi, masak buka aplikasi posisi data nyala tetep di tulisan acces kai trs, baru data off bisa masuk ke HOME nya kan aneh gitu, ngebug juga lemott","0","1","0","0","0","0","0","1","0","0","0","0"
"Luemottt bettt","0","1","0","0","0","0","0","0","0","0","0","0"
"Perlu perbaikan aplikasi karena untuk login saja membutuhkan waktu yang lama. Terima kasih","0","0","0","0","0","0","0","1","0","0","0","0"
"seletah otomatis update tiba tiba lelet banget terus pas mau aktifin kai pay juga failed gatau kenapa, verifikasi OTP udah diisi sesuai di sms tapi kode tidak valid, sering tiba tiba log out sendiri, tiap buka aplikasi harus log in lagi mohon diperbaiki lagi ya min","0","0","0","0","0","1","0","0","0","0","0","0"
"aplikasi terbaru jadi sangat berat","0","0","0","0","0","0","0","0","0","0","0","1"
"Makin di upgrade makin lambat gabisa pesen tiket, ini gimana aku pulangnya ya AllahðŸ˜­ðŸ˜­ðŸ˜­","0","0","0","0","0","0","0","0","0","0","0","1"
"Abis tak update tampikan baru malah gg bisa login buka lemot, mw cari tiket gg segampang yang kemarin","0","1","0","0","0","0","0","0","0","0","0","0"
"Aplikasi nya lemot request timeout terussssðŸ‘Ž","0","1","0","0","0","0","0","0","0","0","0","0"
"Lebih mudah digunakan yg tampilan lama, yg baru lebih ruwet dan membuka aplikasi nya lama banget","0","0","0","0","0","0","0","0","0","1","0","0"
"Setelah update malah g bisa dibuka","0","0","0","0","0","0","0","0","0","0","0","1"
"Luemot update malah gk jelas.. sedikit kecewa... Masa gk di trial dulu sebelum launching update baru... Moga cepet berbenah","0","0","0","0","0","0","0","0","0","0","0","1"
"Loading e suwi men to jing","0","1","0","0","0","0","0","0","0","0","0","0"
"Malah makin lemot bukan tambah bagus","0","1","0","0","0","0","0","0","0","0","0","0"
"Load aplikasinya sangat lama seperti crash dan frezee, tolong segera diperbaiki, untuk versi terbarunya, atau kalau boleh saran mending kembalikan ke versi sebelumnya, kalau beda developernya, mending dievaluasi lagi main fungsinya itu apa, kebanyakan fitur akan tetapi main fungsi tidak berguna secara maksimal it's just not good things. Can you get it? Sorry and thank you","0","1","0","0","0","0","0","1","0","0","0","0"
"Aplikasi yg baru lemoooottt dan errooorrr... Lebih baik yang lama... Pusiang dah...","0","1","0","0","0","0","0","0","0","0","0","0"
"Setelah di update semakin lemot parah,, ga bisa masuk sama sekali..","0","1","0","0","0","0","0","0","0","0","0","0"
"Update bukan malah tambah lancar, malah lemotnya setengah mati. Tolong benerin bug nya bos.","0","1","0","0","0","0","0","0","0","0","0","0"
"Lemot dan gak bisa login, gak jelas","0","1","0","0","0","0","0","1","0","0","0","0"
"Nge down terus aplikasi nya. Tolong d perbaiki. Sy pengguna setia KA ,tp knpa setelah update aplikasi malah erorr trs","0","0","0","0","0","0","0","0","0","0","0","1"
"Halo developer, semenjak update dengan tampilan baru kenapa setiap jam 12 siang aplikasi selalu tidak bisa dibuka ? Apakah penggunaan aplikasinya ada break makan siang ? Tolong hentikan kekonyolan ini","0","0","0","0","0","0","0","0","0","0","0","1"
"Aplikasi lemot, cacad, aplikasi rosaaakkkk, lemot kaya siput rawa,","0","0","0","0","0","0","0","0","0","0","0","1"
"Sudah bagus fitur lama. Sekarang mau melakukan pemesanan tidak dapat mengakses terus.","0","0","0","1","0","0","0","0","0","0","0","0"
"Hadehh lelet betul ini aplikasi","0","1","0","0","0","0","0","0","0","0","0","0"
"Tidak bisa login","0","0","0","0","0","0","0","1","0","0","0","0"
"Setelah update jadi tambah susah","0","0","0","0","0","0","0","0","0","0","0","1"
"Kenapa setelah di update malah gk bisa di buka, gak muncul muncul tampilan masuknya padahal jaringan bagus. Malah stuck di tulisan kai access berjam jam. Menyesal juga di update malah lemot banget","0","0","0","0","0","0","0","1","0","0","0","0"
"UI klo belom mateng gausa di launching, nyusahin doang stuck di loading screen","0","0","0","0","0","0","0","0","0","1","0","0"
"aplikasi makin gak jelas, mau masuk apk nya aja nunggu nunggu lama banget, terus apa gunanya update malah makin gak jelas seperti ini. mau mempermudah apa apa mau mempersulit konsumen? kalo mempersulit konsumen berarti siapÂ² bangkrut","0","0","0","0","0","0","0","0","0","0","0","1"
"Makin mesini malah aplikasi makin jelek dan lemotnya bukan main... Masih lebih bagus sebelum di upgrade","0","1","0","0","0","0","0","0","0","0","0","0"
"Di upgrade malah lelet prosesnya......bikin g nyaman pelanggan.....balikan ke aplikasi yg lama saja.... Bikin emosi aplikasi yang baru.....kecewa saya setelah di upgrade","0","1","0","0","0","0","0","0","0","0","0","0"
"Sore aplikasi baru lama masuk loding muter terus elorr bagusan aplikasi lama cepat ðŸ‘ºðŸ¥²","0","1","0","0","0","0","0","0","0","0","0","0"
"Bukannya di permudah malah makin dipersulit, sudah banyak komentar keluhan bukannya malah di perbaiki upgrade malah makin g bisa di buka. Kecewa","0","0","0","0","0","0","0","0","0","0","0","1"
"mau masuk aplikasinya aja lemotnya naudzubillah Tlg dong perbaiki ini update bukannya makin bagus mlh makin buruk bikin males pake aplikasinya","0","1","0","0","0","0","0","0","0","0","0","0"
"Aplikasinya bukan tambah baik malah tambah jelek dan gak bisa dibuka, ini pasti ada yang korup biaya pemeliharaan nya, upgrade itu harusnya tambah baik ini malah tambah jelek. Bikin emosi ajaa.","0","0","0","0","0","0","0","0","0","0","0","1"
"Nggak jelas banget ni aplikasi, ketika di masukan email data nggak kedeteksi, padahal dulu udah daftat dan sering makai juga, tiba2 setelah di perbaharui data tidak terdeteksi oleh sistemnya. Udah tampilan biasa aja bermasalah pula, udah coba install ulang tetap aja kayak gitu. Bagusan yang sebelumnya, karena yang sekarang lebih ribet pula mesan tiketnya.","0","0","0","0","0","0","0","1","0","0","0","0"
"Di-update kok jadi tidak bisa dibuka, malah dihalaman pertama saja ???","0","0","0","0","0","0","0","0","0","0","0","1"
"mantaap","0","0","0","0","0","0","0","0","0","0","1","0"
"Sudah berhasil beli, malah pas waktunya berangkat, mau scan tiket, aplikasinya gak bisa kebuka, apa lahhh.......","0","0","1","0","0","0","0","0","0","0","0","1"
"di update justru sangat buruk sekali..ampun dah gagal mudik","0","0","0","0","0","0","0","0","0","0","0","1"
"Udah update malah ga bisa masuk udah 30 menit lebih haduh gimana ini","0","0","0","0","0","0","0","1","0","0","0","0"
"Parah ini. D updte malah susah log in. Niat hati mau ikutan flashsale.. auto uninstal aja.","0","0","0","0","0","0","0","1","0","0","0","0"
"Kacau, diganti malah lemot bengeetttt...","0","1","0","0","0","0","0","0","0","0","0","0"
"Applikasinya lemoottt bgdddddd, jdi lamaaa ,loading doang jdinya g efisien pdhl update baru ,bkin emosi ,ribet gak praktis sama sekali .","0","1","0","0","0","0","0","0","0","0","0","1"
"Setelah update yang terbaru tampilan oke, tapi kualitas menurun banget. Load lama pas buka app, atau pas mencet menu, pas mau ke pembayaran juga load lama banget, pembayarannya sempet gagal. Kita butuh cepet, simple, dan mudah. Ga butuh yang tampilan modern banget atau ala ala anak muda tapi performanya kurang gini apalagi buat yang kebutuhannya setiap hari.","0","0","0","0","0","1","0","0","1","0","0","1"
"Kenapa setelah di upgrade malah jadi lemot ya. Saya kira jaringan nya ternyata aplikasi nya buka jadwal/pembayaran malah jadi lama banget. Kebayang kalo lagi buru buru udah gak akan kekejar ini. Yang sebelum nya malah lebih cepet","0","1","0","0","0","1","0","0","0","0","0","0"
"Update kok tambah lemot login aja lama ngadain promo tapi server down mau bayar aja gabisa mengecewakan","0","1","0","0","0","0","0","1","0","0","0","0"
"Maaf untuk update terbaru malah jadi lemot baik itu mau masuk home dan pencarian tiket serta pembayaran. Dan saya ketika sudah pesan tapi ternyata ke cancel sendiri","0","1","0","0","0","0","0","0","0","0","0","0"
"sangat tidak ramah untuk penggunaan pembelian tiket harusnya cuman isi data diri ,pilih kursi, langsung bayar sekarang ada pembelian makanan , tiket transportasi dll sangat menganggu proses transaksi harusnya di pisah dari tools utama yaitu pembelian tiket jangan di selipi untuk pesan makanan maupun akomodasi transportasi. terimakasih","0","0","0","0","0","0","0","1","0","0","0","0"
"Lemot banget... Mau melakukan pembayaran nggak selesai2 loadingnya","0","0","0","0","0","1","0","0","0","0","0","0"
"Udah ma lemot byk kendala nya wktu mau pembayaran yg malah jadi buang waktu,ga efektif samsek","0","0","0","0","0","1","0","0","0","0","0","0"
"Kesulitan untuk pembayaran via QRIS. Padahal aplikasi sebelum di-update aman tanpa kendala. Error.","0","0","0","0","0","1","0","0","0","0","0","0"
"Sdh upgrade aplikasi malah kaipay gabisa diupgrade. Pling ngk kasih opsi pembayaran lain biar ga ribet gni mau beli tiket doang!","0","0","0","0","0","1","0","0","0","0","0","0"
"Habis update malah tambah lemot banget, mau pembayaran gabisaÂ² Lebih enak aplikasi sebelum update Kai acces gak asik","0","1","0","0","0","1","0","0","0","0","0","0"
"Aplikasi lemmot mau pesen tiket aja susahhh.. mending pake traveloka cepet sat set langsung dapet tinggal bayar transfer... ini aplikasi BUMN lemmotttttt minta ampun gak bisa buru buru padahal mau naik kereta argo dwipangga ke jogja","0","0","0","1","0","1","0","0","0","0","0","0"
"Halo halooo apa bisa saya berkeluh kesah,iini tiket yang sudah beli dan saya sudah bayar lewat kaipay kok tidak muncul ya di kai acces daftar tiket saya,saldo kaipay saya juga sudah kepotong... haloo halooo","0","0","0","0","0","1","0","0","0","0","0","0"
"Setelah di upgrade jd susah mesen tiketnya, sering pesan dengan metode pembayaran link aja ,pdhl di hp udah terpasang aplikasinya tp disuruh download","0","0","0","0","0","1","0","0","0","0","0","0"
"Ini knp kok gak bisa bayar pake link aja","0","0","0","0","0","1","0","0","0","0","0","0"
"Cara bayarnya yg ribet ,dulu tinggal byar di link sekarang yg ada cm ovo sama qris","0","0","0","0","0","1","0","0","0","0","0","0"
"Aplikasi jelek,udah isi saldo buat beli tiket, udah masuk ke pembayaran ,saldonya kosong tiketnya gak ada,gimana siii","0","0","0","0","0","1","0","0","0","0","0","1"
"Aplikasi semakin lambat,pas pesan tiket malah tidak bisa alias ada kesalahan.klo udh pake hospot br bisa ,tetap susah di bagian pembayaran ,apk yg dulu bisa pake link skr cuma ovo,dulu bisa pake spay,skrg kaga bisa.bintang 1 .mending pake apk yg lama saja","0","1","0","0","0","1","0","0","0","0","0","0"
"Setelah update aplikasi kok malah tambah lemot...saya udh pesan tiket kereta dan udh saya bayar lunas,tpi kenapa ga ada tiket yg keluar di aplikasi ny??? Coba saya cek di histori pemesanan malah zonk ga ada tiket muncul.. Tolong aplikasiny disempurnakan,uang saya udh terlanjur masuk soalny","0","1","0","0","0","1","0","0","0","0","0","0"
"tiket ga muncul padahal udah bayar dua kali","0","0","0","0","0","1","0","0","0","0","0","0"
"Apk sering error aneh udah update malah rasanya kayak downgrade sering tidak bisa pembayaran melalui qris sering gagal udak top up dana, link aja, ovo, tetep tidak bisa aneh banget qris nya sering gagal sampe uang habis cuma buat top up apk"" tersebut tatapi tidak berguna. Sama apk nya lemot banget badahal sinyal kenceng hp juga spek lumayan. Aneh banget dah apk nya","0","0","0","0","0","1","0","0","0","0","0","1"
"Gimana sih ini saya sudah 2x bayar tiket, tapi tiketnya tidak muncul. Bukannya bikin mudah tapi malah tambah susah. Tolong segera diperbaiki, banyak bug yang merugikan.","0","0","0","0","0","1","0","0","0","0","0","0"
